UIC,Date,BOID,StartDate,UTCEndDateTime,UTCStartDateTime,OldNoOfStocks,NewNoOfStocks,AccSplitFactor,NeedSplit,AccSplitReady,timestamp,EventCode,EventName,Comment,EntitlementId
42374,2023-03-14 00:00:00,9034215,2013-12-10 00:00:00,2023-03-14 04:00:00,2013-12-10 05:00:00,0.9947140216827393,1.0,1.0,False,True,b'\x00\x00\x00\x03\xd3\x7f\xc2|',10,Cash Dividend,,-1
