UIC,Date,BOID,StartDate,UTCEndDateTime,UTCStartDateTime,OldNoOfStocks,NewNoOfStocks,AccSplitFactor,NeedSplit,AccSplitReady,timestamp,EventCode,EventName,Comment,EntitlementId
5480,2022-10-07 00:00:00,8978813,2020-12-01 00:00:00,2022-10-07 04:00:00,2020-12-01 05:00:00,0.9948920011520386,1.0,1.0,False,True,b'\x00\x00\x00\x04Q\xf8:\xe1',10,Cash Dividend,,-1
5480,2023-04-06 00:00:00,9054464,2022-10-07 00:00:00,2023-04-06 04:00:00,2022-10-07 04:00:00,0.9954280257225037,1.0,1.0,False,True,b'\x00\x00\x00\x04Q\xf8:\xe0',10,Cash Dividend,,-1
