UIC,Date,BOID,StartDate,UTCEndDateTime,UTCStartDateTime,OldNoOfStocks,NewNoOfStocks,AccSplitFactor,NeedSplit,AccSplitReady,timestamp,EventCode,EventName,Comment,EntitlementId
332,2023-08-22 00:00:00,9107631,2018-03-19 00:00:00,2023-08-22 04:00:00,2018-03-19 04:00:00,0.994359016418457,1.0,1.0,False,True,b'\x00\x00\x00\x04/\x01;T',10,Cash Dividend,,-1
