UIC,Date,BOID,StartDate,UTCEndDateTime,UTCStartDateTime,OldNoOfStocks,NewNoOfStocks,AccSplitFactor,NeedSplit,AccSplitReady,timestamp,EventCode,EventName,Comment,EntitlementId
15703979,2023-08-16 00:00:00,9102182,2017-03-15 00:00:00,2023-08-16 04:00:00,2017-03-15 04:00:00,0.0,0.0,1.0,False,True,b'\x00\x00\x00\x040x6/',231,Odd Lot Sale Purchase	,,-1
15703979,2023-09-20 00:00:00,9118404,2023-08-16 00:00:00,2023-09-20 04:00:00,2023-08-16 04:00:00,0.0,0.0,1.0,False,False,b'\x00\x00\x00\x040x6.',231,Odd Lot Sale Purchase	,,-1
