StartTime,StockOpen,StockClose,StockHigh,StockLow,StockVol
2023-11-21 14:30:00,117.62999725341797,116.7300033569336,117.62999725341797,116.68000030517578,16599.0
2023-11-21 14:31:00,116.7300033569336,116.95999908447266,117.06999969482422,116.7300033569336,2043.0
2023-11-21 14:32:00,116.95999908447266,116.69000244140625,117.18000030517578,116.69000244140625,3383.0
2023-11-21 14:33:00,116.69000244140625,116.72000122070312,117.08999633789062,116.69000244140625,1402.0
2023-11-21 14:34:00,116.72000122070312,116.87000274658203,117.0,116.72000122070312,3060.0
2023-11-21 14:35:00,116.87000274658203,116.88999938964844,116.93000030517578,116.73999786376953,856.0
2023-11-21 14:36:00,116.88999938964844,116.6500015258789,116.88999938964844,116.5999984741211,3733.0
2023-11-21 14:37:00,116.6500015258789,116.80000305175781,116.94000244140625,116.6500015258789,3209.0
2023-11-21 14:38:00,116.80000305175781,116.66000366210938,116.81999969482422,116.54000091552734,4344.0
2023-11-21 14:39:00,116.66000366210938,116.69999694824219,116.69999694824219,116.55000305175781,1818.0
2023-11-21 14:40:00,116.69999694824219,116.79000091552734,116.8499984741211,116.68000030517578,3140.0
2023-11-21 14:41:00,116.79000091552734,116.66999816894531,116.79000091552734,116.55999755859375,1233.0
2023-11-21 14:42:00,116.66999816894531,116.75,116.83000183105469,116.63999938964844,3259.0
2023-11-21 14:43:00,116.75,116.9000015258789,116.97000122070312,116.75,1006.0
2023-11-21 14:44:00,116.9000015258789,116.91000366210938,116.91000366210938,116.87999725341797,713.0
2023-11-21 14:45:00,116.91000366210938,116.88999938964844,116.91000366210938,116.77999877929688,1255.0
2023-11-21 14:46:00,116.81999969482422,116.9800033569336,116.9800033569336,116.81999969482422,3458.0
2023-11-21 14:47:00,116.9800033569336,116.91999816894531,116.9800033569336,116.87000274658203,1833.0
2023-11-21 14:48:00,116.91999816894531,116.93000030517578,116.93000030517578,116.91999816894531,510.0
2023-11-21 14:49:00,116.93000030517578,116.95999908447266,117.04000091552734,116.93000030517578,4385.0
2023-11-21 14:50:00,116.95999908447266,116.95999908447266,117.0199966430664,116.88999938964844,2119.0
2023-11-21 14:51:00,116.95999908447266,117.08000183105469,117.08000183105469,116.95999908447266,1048.0
2023-11-21 14:52:00,117.08000183105469,116.98999786376953,117.26000213623047,116.97000122070312,3106.0
2023-11-21 14:53:00,116.98999786376953,117.0,117.04000091552734,116.98999786376953,941.0
2023-11-21 14:54:00,117.05000305175781,117.04000091552734,117.05000305175781,117.04000091552734,1282.0
2023-11-21 14:55:00,117.04000091552734,116.91000366210938,117.05000305175781,116.91000366210938,1426.0
2023-11-21 14:56:00,116.91000366210938,117.06999969482422,117.06999969482422,116.91000366210938,1904.0
2023-11-21 14:57:00,117.06999969482422,116.87999725341797,117.06999969482422,116.87999725341797,774.0
2023-11-21 14:58:00,116.87999725341797,117.0,117.01000213623047,116.87999725341797,2447.0
2023-11-21 14:59:00,117.0,116.98999786376953,117.0,116.98999786376953,626.0
2023-11-21 15:00:00,116.98999786376953,116.79000091552734,116.98999786376953,116.70999908447266,3893.0
2023-11-21 15:01:00,116.79000091552734,117.0,117.0,116.79000091552734,4263.0
2023-11-21 15:02:00,117.0,117.13999938964844,117.22000122070312,116.95999908447266,1757.0
2023-11-21 15:03:00,117.13999938964844,117.12999725341797,117.1500015258789,117.12999725341797,664.0
2023-11-21 15:04:00,117.12999725341797,117.12999725341797,117.12999725341797,117.12999725341797,89.0
2023-11-21 15:05:00,117.12999725341797,117.19000244140625,117.25,117.08999633789062,3908.0
2023-11-21 15:06:00,117.19000244140625,117.22000122070312,117.22000122070312,117.13999938964844,1586.0
2023-11-21 15:07:00,117.19000244140625,117.12999725341797,117.25,117.12999725341797,2816.0
2023-11-21 15:08:00,117.12999725341797,117.2300033569336,117.27999877929688,117.12999725341797,1361.0
2023-11-21 15:09:00,117.2300033569336,117.31999969482422,117.38999938964844,117.2300033569336,1925.0
2023-11-21 15:10:00,117.31999969482422,117.43000030517578,117.43000030517578,117.31999969482422,1624.0
2023-11-21 15:11:00,117.43000030517578,117.41000366210938,117.44999694824219,117.4000015258789,1509.0
2023-11-21 15:12:00,117.45999908447266,117.37999725341797,117.55000305175781,117.37999725341797,6215.0
2023-11-21 15:13:00,117.37999725341797,117.37999725341797,117.37999725341797,117.37999725341797,265.0
2023-11-21 15:14:00,117.37999725341797,117.22000122070312,117.37999725341797,117.22000122070312,2863.0
2023-11-21 15:15:00,117.22000122070312,117.36000061035156,117.36000061035156,117.22000122070312,3484.0
2023-11-21 15:16:00,117.36000061035156,117.48999786376953,117.48999786376953,117.31999969482422,1823.0
2023-11-21 15:17:00,117.48999786376953,117.48999786376953,117.5,117.45999908447266,604.0
2023-11-21 15:18:00,117.48999786376953,117.33999633789062,117.48999786376953,117.33999633789062,1858.0
2023-11-21 15:19:00,117.33999633789062,117.55000305175781,117.55000305175781,117.33999633789062,1487.0
2023-11-21 15:20:00,117.55000305175781,117.5,117.55000305175781,117.5,492.0
2023-11-21 15:21:00,117.5,117.45999908447266,117.5,117.44999694824219,2485.0
2023-11-21 15:22:00,117.45999908447266,117.36000061035156,117.45999908447266,117.36000061035156,2229.0
2023-11-21 15:23:00,117.36000061035156,117.51000213623047,117.5199966430664,117.33000183105469,2491.0
2023-11-21 15:24:00,117.51000213623047,117.5,117.51000213623047,117.37999725341797,738.0
2023-11-21 15:25:00,117.5,117.51000213623047,117.51000213623047,117.41000366210938,2193.0
2023-11-21 15:26:00,117.51000213623047,117.55000305175781,117.55000305175781,117.51000213623047,421.0
